,country,year,"Population, total",GDP per capita (current US$),"Inflation, consumer prices (annual %)"
92,IRL,1996,3637510.0,20835.8973666717,1.75574469607419
93,IRL,1995,3608841.0,19158.4564773907,2.52486446780802
94,IRL,1994,3590386.0,15902.9296755168,2.30920192610951
95,IRL,1993,3576261.0,14657.0615549805,1.46941522411422
96,IRL,1992,3558430.0,15714.3847487231,3.06999853835904
97,IRL,1991,3534235.0,14087.2077980306,3.21081037142378
98,IRL,1990,3513974.0,14031.3025675469,3.31732886680118
99,IRL,1989,3511009.0,11175.816603647,4.08905388153544
100,IRL,1988,3524949.0,10715.8706184163,2.13456989107103
101,IRL,1987,3540057.0,9581.91308572415,3.15941034835014
102,IRL,1986,3539690.0,8112.17136316453,3.82704166542659
103,IRL,1985,3538082.0,6011.7355464232,5.39548620170352
104,IRL,1984,3532423.0,5692.02738597285,8.65111053796386
105,IRL,1983,3510600.0,5915.24177164341,10.4476255348594
106,IRL,1982,3485800.0,6160.63861381484,17.1471262037092
107,IRL,1981,3453000.0,5986.1541089392,20.3735110701934
108,IRL,1980,3412800.0,6372.43777545453,18.1544622557972
109,IRL,1979,3373750.0,5429.96200087479,13.2954688248281
110,IRL,1978,3329100.0,4399.98680535092,7.71111214621869
111,IRL,1977,3282200.0,3427.0734359204,13.4722552937948
112,IRL,1976,3238050.0,2919.58308695615,17.9856958613386
113,IRL,1975,3189550.0,2973.40012301715,20.8758503401952
114,IRL,1974,3137500.0,2516.92768605196,16.9761273212048
115,IRL,1973,3085950.0,2424.26904706558,11.4148503873296
116,IRL,1972,3036850.0,2080.46514718169,8.60581745301066
117,IRL,1971,2992050.0,1703.93218277317,8.96174863417669
118,IRL,1970,2957250.0,1486.51452734638,8.20719016091027
119,IRL,1969,2932650.0,1330.78329549951,7.41869918597554
120,IRL,1968,2915550.0,1158.85549787929,4.6808510638299
121,IRL,1967,2902450.0,1187.18321236576,3.1833150395518
122,IRL,1966,2888800.0,1107.31823034754,3.05429864140273
123,IRL,1965,2877300.0,1055.03624701098,4.98812351543946
124,IRL,1964,2866550.0,994.607331611746,6.71728971926295
125,IRL,1963,2852650.0,878.156576476286,2.45362058668928
126,IRL,1962,2836050.0,821.344113076887,4.26372712149085
127,IRL,1961,2824400.0,761.851359570018,2.7569993586355
128,IRL,1960,2828600.0,706.551022345168,0.450837269431776
129,IRL,2024,,,2.11344999577317
130,CRI,2023,5105525.0,16942.0268119375,0.525193508693455
131,CRI,2022,5081765.0,13625.9008491328,8.27477490232654
132,CRI,2021,5059988.0,12838.1185358931,1.72647755109241
133,CRI,2020,5034320.0,12394.0493969492,0.724911478131376
134,CRI,2019,4999553.0,12884.6859951989,2.09604635327807
135,CRI,2018,4957818.0,12590.2493781614,2.22111461526581
136,CRI,2017,4913177.0,12317.0902771304,1.62590692991732
137,CRI,2016,4866998.0,12091.0301606154,-0.0174788505908217
138,CRI,2015,4818038.0,11714.7105980732,0.801982005099623
139,CRI,2014,4767119.0,10911.497878334,4.51920098516954
140,CRI,2013,4716147.0,10803.2401962173,5.23133614174428
141,CRI,2012,4663934.0,10126.9991024177,4.49545314354605
142,CRI,2011,4609833.0,9276.39107511347,4.87799830970702
143,CRI,2010,4555962.0,8265.78820275582,5.66275708420021
144,CRI,2009,4499791.0,6832.69829924138,7.84270167700654
145,CRI,2008,4440056.0,6937.24261596055,13.4244635507284
146,CRI,2007,4380248.0,6137.71199925542,9.35724456417157
147,CRI,2006,4321340.0,5256.59640859159,11.4705968149052
148,CRI,2005,4261240.0,4703.00721784778,13.7982949108987
149,CRI,2004,4200078.0,4431.0117207843,12.3148150178852
150,CRI,2003,4138784.0,4173.14856415514,9.44758091616984
151,CRI,2002,4075705.0,4067.71851429092,9.16752048509119
152,CRI,2001,4008947.0,3985.12984506207,11.2556157091172
153,CRI,2000,3937739.0,3812.75388284924,10.9615496593622
154,CRI,1999,3862101.0,3690.96154778297,10.0452817292494
155,CRI,1998,3782838.0,3617.45756666726,11.6592997742233
156,CRI,1997,3701711.0,3407.776128985,13.2480440791191
157,CRI,1996,3619013.0,3226.96395598625,17.5114524814591
158,CRI,1995,3535176.0,3275.25256447416,23.1864981102567
159,CRI,1994,3451122.0,3039.56328550633,13.5344687273427
160,CRI,1993,3367434.0,2840.38706479397,9.77860078293777
161,CRI,1992,3284258.0,2612.38756453737,21.791168790061
162,CRI,1991,3202176.0,2253.38191508071,28.7092913706618
163,CRI,1990,3121706.0,1829.6687089559,19.0397526635649
164,CRI,1989,3043827.0,1725.13936155907,16.509808768739
165,CRI,1988,2968103.0,1554.74048522018,20.8325332309203
166,CRI,1987,2892699.0,1567.0320510901,16.8424201630394
167,CRI,1986,2817216.0,1568.5640969552,11.8350618936099
168,CRI,1985,2741894.0,1429.37836415122,15.0574196445756
169,CRI,1984,2667595.0,1372.20149843952,11.9474270118864
170,CRI,1983,2595153.0,1212.55765296791,32.6237081487831
171,CRI,1982,2524806.0,1032.40548167496,90.1213328504166
172,CRI,1981,2456637.0,1068.04672232202,37.0563415239514
173,CRI,1980,2390633.0,2020.99067534283,18.135170796071
174,CRI,1979,2326490.0,1734.59560248294,9.18841043700977
175,CRI,1978,2264510.0,1555.83716115258,6.00712709994902
176,CRI,1977,2205025.0,1393.37513762224,4.1902404526167
177,CRI,1976,2147774.0,1123.28179124262,3.48583333291706
178,CRI,1975,2092719.0,936.993196686988,17.3692020226552
179,CRI,1974,2039643.0,817.076691410389,30.0736292803636
180,CRI,1973,1988343.0,768.944717412776,15.2140342204182
181,CRI,1972,1938248.0,638.851011611456,4.60112569280858
182,CRI,1971,1888539.0,570.360229534426,3.08304841408707
183,CRI,1970,1838949.0,535.539679724977,4.65229749303154
184,CRI,1969,1789276.0,477.081346742249,2.62934083658332
185,CRI,1968,1739731.0,444.805256869954,4.09389143106836
186,CRI,1967,1689523.0,413.996506036274,1.20834031134425
187,CRI,1966,1638116.0,395.15249847305,0.182882837621527
188,CRI,1965,1586208.0,373.835690063441,-0.665000000583401
189,CRI,1964,1533960.0,353.710896791701,3.32403316018127
190,CRI,1963,1481604.0,345.505369052711,2.93161847051352
191,CRI,1962,1429445.0,335.221589042255,2.67785968742788
192,CRI,1961,1377920.0,355.844447873806,2.43079391009159
193,CRI,1960,1327496.0,382.309121831519,0.790205817960074
194,CRI,2024,,,-0.41345934225229
195,SWE,2023,10536632.0,55516.836477474,8.54862489748902
196,SWE,2022,10486941.0,55296.9371472535,8.36929098869189
197,SWE,2021,10415811.0,61174.9680215622,2.16319736447153
198,SWE,2020,10353442.0,52653.7565934247,0.497367318853572
199,SWE,2019,10278887.0,51773.0464558993,1.78415097403835
200,SWE,2018,10175214.0,54181.9069780904,1.95353530127028
201,SWE,2017,10057698.0,53300.8587281785,1.79449904665589
202,SWE,2016,9923085.0,51820.3972482676,0.984269244577992
203,SWE,2015,9799186.0,51197.9529341175,-0.0467847449832812
204,SWE,2014,9696110.0,59583.7140001673,-0.179638494114635
205,SWE,2013,9600379.0,60844.2767113975,-0.0442929701485858
206,SWE,2012,9519374.0,57749.8251328664,0.888377506923638
207,SWE,2011,9449213.0,60379.7748160321,2.9611507382214
208,SWE,2010,9378126.0,52542.8274141037,1.15798802715628
209,SWE,2009,9298515.0,46707.8673215418,-0.494460544377991
210,SWE,2008,9219637.0,55817.4392710726,3.43704910602874
211,SWE,2007,9148092.0,53568.5645523213,2.21216883436735
212,SWE,2006,9080505.0,46531.6001120572,1.3602146862768
213,SWE,2005,9029572.0,43378.6152117149,0.453170852576182
214,SWE,2004,8993531.0,42758.2015503417,0.373659828721813
215,SWE,2003,8958229.0,37292.4214343004,1.92565534892391
216,SWE,2002,8924958.0,29957.9387652616,2.15848213589264
217,SWE,2001,8895960.0,27259.4806735435,2.40595834145438
218,SWE,2000,8872109.0,29632.7736101599,0.899143734041633
219,SWE,1999,8857874.0,30969.1033509483,0.462175756339173
220,SWE,1998,8850974.0,30605.6227188103,-0.267132668355006
221,SWE,1997,8846062.0,30324.4510931063,0.658410256243514
222,SWE,1996,8840998.0,33022.5649478838,0.533131978766297
223,SWE,1995,8826939.0,30254.2972932631,2.45514857818395
224,SWE,1994,8780745.0,26045.8148927701,2.15813800724632
225,SWE,1993,8718561.0,24390.1538004271,4.72817304626053
226,SWE,1992,8668067.0,32753.8047025569,2.3743672511188
227,SWE,1991,8617375.0,31777.0327994132,9.4446273294419
228,SWE,1990,8558835.0,30549.6692751763,10.3665533879493
229,SWE,1989,8492964.0,25625.3103686166,6.4432758742661
230,SWE,1988,8436489.0,24499.4053182958,5.82489868439437
231,SWE,1987,8397804.0,21761.2144545083,4.18857151771368
232,SWE,1986,8369829.0,17955.1571459902,4.23591011089793
233,SWE,1985,8350386.0,13647.2005587291,7.37257458126246
234,SWE,1984,8336605.0,13080.1803912865,8.04424238994422
235,SWE,1983,8329033.0,12590.0946134283,8.87302152363213
236,SWE,1982,8325263.0,13719.2113978268,8.58918509047123
237,SWE,1981,8320503.0,15564.0119622243,12.1039385302598
238,SWE,1980,8310531.0,17073.2406585323,13.7063223649005
239,SWE,1979,8293678.0,14855.7663048123,7.20978617047808
240,SWE,1978,8275599.0,12602.3664021925,9.99526541717732
241,SWE,1977,8251540.0,11432.15272476,11.4418051091077
242,SWE,1976,8222286.0,10852.6438272293,10.2492246529784
243,SWE,1975,8192437.0,10102.7548636011,9.77987398822576
244,SWE,1974,8159955.0,8078.27876796371,9.91172530113238
245,SWE,1973,8136312.0,7290.71401910023,6.71799739819354
246,SWE,1972,8122300.0,6018.45963232017,6.00738969862495
247,SWE,1971,8098334.0,5125.32917499696,7.39554113837636
248,SWE,1970,8042801.0,4729.40500975204,7.01635885100763
249,SWE,1969,7968072.0,4262.97496488087,2.691994585557
250,SWE,1968,7912273.0,3953.12834043751,1.94312582473244
251,SWE,1967,7867931.0,3746.2478747264,4.28931922993319
252,SWE,1966,7807797.0,3477.93731316877,6.40480825348414
253,SWE,1965,7733853.0,3227.91678230659,5.01277129643838
254,SWE,1964,7661354.0,2961.06283239536,3.38766231088349
255,SWE,1963,7604328.0,2675.10362417593,2.8717403448577
256,SWE,1962,7561588.0,2485.49414710873,4.76619721905823
257,SWE,1961,7519998.0,2304.49788603539,2.15797310981964
258,SWE,1960,7484656.0,2128.38884406565,4.14177915090215
259,SWE,2024,,,2.83581658224034
260,LVA,2023,1877445.0,22502.8429938094,8.93804623316637
261,LVA,2022,1879383.0,20229.4613617326,17.3102830198815
262,LVA,2021,1884490.0,20262.8433862451,3.27582937431156
263,LVA,2020,1900449.0,17564.2321549354,0.219064904842156
264,LVA,2019,1913822.0,17294.9751600969,2.81140920075615
265,LVA,2018,1927174.0,17252.1710428626,2.53445424186598
266,LVA,2017,1942248.0,15132.4958333982,2.93036312374665
267,LVA,2016,1959537.0,13838.5266823272,0.140633334505327
268,LVA,2015,1977527.0,13321.9753140616,0.174242243625186
269,LVA,2014,1993782.0,15185.814581236,0.620490636732421
270,LVA,2013,2012647.0,14484.4715282132,-0.0294547782579216
271,LVA,2012,2034319.0,13329.3499931271,2.25778924374595
272,LVA,2011,2059709.0,12902.574053337,4.3707355993922
273,LVA,2010,2097555.0,11188.4191700977,-1.08463595015162
274,LVA,2009,2141669.0,11996.0322729773,3.53410672858944
275,LVA,2008,2177322.0,15677.6080864506,15.4023191064986
276,LVA,2007,2200325.0,13370.9789452508,10.0929775849168
277,LVA,2006,2218357.0,9211.7374468148,6.53619908765877
278,LVA,2005,2238799.0,7283.78738127622,6.74845027893112
279,LVA,2004,2263122.0,6109.73265186817,6.1923854719744
280,LVA,2003,2287955.0,4914.57992829302,2.94264752948473
