,TIME_PERIOD,Reference area,REF_AREA,Trade union density,Combined corporate income tax rate
1494,2008,Portugal,PRT,20.700001,25.0
1495,2009,Portugal,PRT,20.4,25.0
1496,2009,Portugal,PRT,20.4,26.5
1497,2009,Portugal,PRT,20.4,1.5
1498,2009,Portugal,PRT,20.4,25.0
1499,2010,Portugal,PRT,19.6,25.0
1500,2010,Portugal,PRT,19.6,26.5
1501,2010,Portugal,PRT,19.6,1.5
1502,2010,Portugal,PRT,19.6,25.0
1503,2011,Portugal,PRT,18.6,25.0
1504,2011,Portugal,PRT,18.6,27.0
1505,2011,Portugal,PRT,18.6,28.5
1506,2011,Portugal,PRT,18.6,1.5
1507,2011,Portugal,PRT,18.6,27.0
1508,2015,Portugal,PRT,16.1,21.0
1509,2015,Portugal,PRT,16.1,28.0
1510,2015,Portugal,PRT,16.1,29.5
1511,2015,Portugal,PRT,16.1,1.5
1512,2015,Portugal,PRT,16.1,28.0
1513,2016,Portugal,PRT,15.3,21.0
1514,2016,Portugal,PRT,15.3,28.0
1515,2016,Portugal,PRT,15.3,29.5
1516,2016,Portugal,PRT,15.3,1.5
1517,2016,Portugal,PRT,15.3,28.0
1518,2000,Colombia,COL,12.3,35.0
1519,2000,Colombia,COL,12.3,35.0
1520,2000,Colombia,COL,12.3,35.0
1521,2002,Colombia,COL,10.9,35.0
1522,2002,Colombia,COL,10.9,35.0
1523,2002,Colombia,COL,10.9,35.0
1524,2004,Colombia,COL,10.5,38.5
1525,2004,Colombia,COL,10.5,35.0
1526,2004,Colombia,COL,10.5,38.5
1527,2005,Colombia,COL,9.6000004,38.5
1528,2005,Colombia,COL,9.6000004,35.0
1529,2005,Colombia,COL,9.6000004,38.5
1530,2006,Colombia,COL,9.6000004,38.5
1531,2006,Colombia,COL,9.6000004,35.0
1532,2006,Colombia,COL,9.6000004,38.5
1533,2008,Colombia,COL,9.6000004,33.0
1534,2008,Colombia,COL,9.6000004,33.0
1535,2008,Colombia,COL,9.6000004,33.0
1536,2009,Colombia,COL,9.3999996,33.0
1537,2009,Colombia,COL,9.3999996,33.0
1538,2009,Colombia,COL,9.3999996,33.0
1539,2010,Colombia,COL,9.1999998,33.0
1540,2010,Colombia,COL,9.1999998,33.0
1541,2010,Colombia,COL,9.1999998,33.0
1542,2011,Colombia,COL,9.1000004,33.0
1543,2011,Colombia,COL,9.1000004,33.0
1544,2011,Colombia,COL,9.1000004,33.0
1545,2012,Colombia,COL,9.1000004,33.0
1546,2012,Colombia,COL,9.1000004,33.0
1547,2012,Colombia,COL,9.1000004,33.0
1548,2013,Colombia,COL,9.6999998,34.0
1549,2013,Colombia,COL,9.6999998,34.0
1550,2013,Colombia,COL,9.6999998,34.0
1551,2014,Colombia,COL,9.6000004,34.0
1552,2014,Colombia,COL,9.6000004,34.0
1553,2014,Colombia,COL,9.6000004,34.0
1554,2015,Colombia,COL,9.3999996,39.0
1555,2015,Colombia,COL,9.3999996,34.0
1556,2015,Colombia,COL,9.3999996,39.0
1557,2016,Colombia,COL,9.5,40.0
1558,2016,Colombia,COL,9.5,34.0
1559,2016,Colombia,COL,9.5,40.0
1560,2017,Colombia,COL,9.5,40.0
1561,2017,Colombia,COL,9.5,34.0
1562,2017,Colombia,COL,9.5,40.0
1563,2000,Poland,POL,23.5,30.0
1564,2000,Poland,POL,23.5,30.0
1565,2000,Poland,POL,23.5,30.0
1566,2001,Poland,POL,22.299999,28.0
1567,2001,Poland,POL,22.299999,28.0
1568,2001,Poland,POL,22.299999,28.0
1569,2002,Poland,POL,22.799999,28.0
1570,2002,Poland,POL,22.799999,28.0
1571,2002,Poland,POL,22.799999,28.0
1572,2003,Poland,POL,22.9,27.0
1573,2003,Poland,POL,22.9,27.0
1574,2003,Poland,POL,22.9,27.0
1575,2004,Poland,POL,22.9,19.0
1576,2004,Poland,POL,22.9,19.0
1577,2004,Poland,POL,22.9,19.0
1578,2005,Poland,POL,23.799999,19.0
1579,2005,Poland,POL,23.799999,19.0
1580,2005,Poland,POL,23.799999,19.0
1581,2006,Poland,POL,17.9,19.0
1582,2006,Poland,POL,17.9,19.0
1583,2006,Poland,POL,17.9,19.0
1584,2007,Poland,POL,16.700001,19.0
1585,2007,Poland,POL,16.700001,19.0
1586,2007,Poland,POL,16.700001,19.0
1587,2008,Poland,POL,15.7,19.0
1588,2008,Poland,POL,15.7,19.0
1589,2008,Poland,POL,15.7,19.0
1590,2009,Poland,POL,15.4,19.0
1591,2009,Poland,POL,15.4,19.0
1592,2009,Poland,POL,15.4,19.0
1593,2010,Poland,POL,17.4,19.0
1594,2010,Poland,POL,17.4,19.0
1595,2010,Poland,POL,17.4,19.0
1596,2011,Poland,POL,17.299999,19.0
1597,2011,Poland,POL,17.299999,19.0
1598,2011,Poland,POL,17.299999,19.0
1599,2012,Poland,POL,16.6,19.0
1600,2012,Poland,POL,16.6,19.0
1601,2012,Poland,POL,16.6,19.0
1602,2014,Poland,POL,16.5,19.0
1603,2014,Poland,POL,16.5,19.0
1604,2014,Poland,POL,16.5,19.0
1605,2016,Poland,POL,14.1,19.0
1606,2016,Poland,POL,14.1,19.0
1607,2016,Poland,POL,14.1,19.0
1608,2017,Poland,POL,13.4,19.0
1609,2017,Poland,POL,13.4,19.0
1610,2017,Poland,POL,13.4,19.0
1611,2000,Norway,NOR,53.599998,28.0
1612,2000,Norway,NOR,53.599998,28.0
1613,2000,Norway,NOR,53.599998,28.0
1614,2001,Norway,NOR,52.599998,28.0
1615,2001,Norway,NOR,52.599998,28.0
1616,2001,Norway,NOR,52.599998,28.0
1617,2002,Norway,NOR,52.799999,28.0
1618,2002,Norway,NOR,52.799999,28.0
1619,2002,Norway,NOR,52.799999,28.0
1620,2003,Norway,NOR,51.799999,28.0
1621,2003,Norway,NOR,51.799999,28.0
1622,2003,Norway,NOR,51.799999,28.0
1623,2004,Norway,NOR,51.599998,28.0
1624,2004,Norway,NOR,51.599998,28.0
1625,2004,Norway,NOR,51.599998,28.0
1626,2005,Norway,NOR,51.200001,23.75
1627,2005,Norway,NOR,51.200001,4.25
1628,2005,Norway,NOR,51.200001,23.75
1629,2005,Norway,NOR,51.200001,28.0
1630,2006,Norway,NOR,51.099998,28.0
1631,2006,Norway,NOR,51.099998,28.0
1632,2006,Norway,NOR,51.099998,28.0
1633,2007,Norway,NOR,50.099998,28.0
1634,2007,Norway,NOR,50.099998,28.0
1635,2007,Norway,NOR,50.099998,28.0
1636,2008,Norway,NOR,49.799999,28.0
1637,2008,Norway,NOR,49.799999,28.0
1638,2008,Norway,NOR,49.799999,28.0
1639,2009,Norway,NOR,50.299999,28.0
1640,2009,Norway,NOR,50.299999,28.0
1641,2009,Norway,NOR,50.299999,28.0
1642,2010,Norway,NOR,50.5,28.0
1643,2010,Norway,NOR,50.5,28.0
1644,2010,Norway,NOR,50.5,28.0
1645,2011,Norway,NOR,49.900002,28.0
1646,2011,Norway,NOR,49.900002,28.0
1647,2011,Norway,NOR,49.900002,28.0
1648,2012,Norway,NOR,49.900002,28.0
1649,2012,Norway,NOR,49.900002,28.0
1650,2012,Norway,NOR,49.900002,28.0
1651,2013,Norway,NOR,49.799999,28.0
1652,2013,Norway,NOR,49.799999,28.0
1653,2013,Norway,NOR,49.799999,28.0
1654,2014,Norway,NOR,50.099998,27.0
1655,2014,Norway,NOR,50.099998,27.0
1656,2014,Norway,NOR,50.099998,27.0
1657,2015,Norway,NOR,49.799999,27.0
1658,2015,Norway,NOR,49.799999,27.0
1659,2015,Norway,NOR,49.799999,27.0
1660,2016,Norway,NOR,50.0,25.0
1661,2016,Norway,NOR,50.0,25.0
1662,2016,Norway,NOR,50.0,25.0
1663,2017,Norway,NOR,50.0,24.0
1664,2017,Norway,NOR,50.0,24.0
1665,2017,Norway,NOR,50.0,24.0
1666,2018,Norway,NOR,49.900002,23.0
1667,2018,Norway,NOR,49.900002,23.0
1668,2018,Norway,NOR,49.900002,23.0
1669,2019,Norway,NOR,50.400002,22.0
1670,2019,Norway,NOR,50.400002,22.0
1671,2019,Norway,NOR,50.400002,22.0
1672,2000,Hungary,HUN,23.799999,18.0
1673,2000,Hungary,HUN,23.799999,18.0
1674,2000,Hungary,HUN,23.799999,18.0
1675,2001,Hungary,HUN,20.4,18.0
1676,2001,Hungary,HUN,20.4,18.0
1677,2001,Hungary,HUN,20.4,18.0
1678,2003,Hungary,HUN,18.9,18.0
1679,2003,Hungary,HUN,18.9,18.0
1680,2003,Hungary,HUN,18.9,18.0
1681,2004,Hungary,HUN,17.9,16.0
1682,2004,Hungary,HUN,17.9,16.0
1683,2004,Hungary,HUN,17.9,16.0
1684,2005,Hungary,HUN,17.299999,16.0
1685,2005,Hungary,HUN,17.299999,16.0
1686,2005,Hungary,HUN,17.299999,16.0
1687,2008,Hungary,HUN,15.3,16.0
1688,2008,Hungary,HUN,15.3,20.0
1689,2008,Hungary,HUN,15.3,20.0
1690,2008,Hungary,HUN,15.3,20.0
1691,2012,Hungary,HUN,12.5,19.0
1692,2012,Hungary,HUN,12.5,19.0
1693,2012,Hungary,HUN,12.5,19.0
1694,2014,Hungary,HUN,11.0,19.0
1695,2014,Hungary,HUN,11.0,19.0
1696,2014,Hungary,HUN,11.0,19.0
1697,2016,Hungary,HUN,9.1999998,19.0
1698,2016,Hungary,HUN,9.1999998,19.0
1699,2016,Hungary,HUN,9.1999998,19.0
1700,2018,Hungary,HUN,8.3000002,9.0
1701,2018,Hungary,HUN,8.3000002,9.0
1702,2018,Hungary,HUN,8.3000002,9.0
1703,2000,Belgium,BEL,56.599998,40.17
1704,2000,Belgium,BEL,56.599998,39.0
1705,2000,Belgium,BEL,56.599998,40.17
1706,2000,Belgium,BEL,56.599998,39.0
1707,2001,Belgium,BEL,57.599998,40.17
1708,2001,Belgium,BEL,57.599998,39.0
1709,2001,Belgium,BEL,57.599998,40.17
1710,2001,Belgium,BEL,57.599998,39.0
1711,2002,Belgium,BEL,56.900002,40.17
1712,2002,Belgium,BEL,56.900002,39.0
1713,2002,Belgium,BEL,56.900002,40.17
1714,2002,Belgium,BEL,56.900002,39.0
1715,2003,Belgium,BEL,55.400002,33.99
1716,2003,Belgium,BEL,55.400002,33.0
1717,2003,Belgium,BEL,55.400002,33.99
1718,2003,Belgium,BEL,55.400002,33.0
1719,2004,Belgium,BEL,55.299999,33.99
1720,2004,Belgium,BEL,55.299999,33.0
1721,2004,Belgium,BEL,55.299999,33.99
1722,2004,Belgium,BEL,55.299999,33.0
1723,2005,Belgium,BEL,54.900002,33.99
1724,2005,Belgium,BEL,54.900002,33.0
1725,2005,Belgium,BEL,54.900002,33.99
1726,2005,Belgium,BEL,54.900002,33.0
1727,2006,Belgium,BEL,53.799999,35.97
1728,2006,Belgium,BEL,53.799999,33.0
1729,2006,Belgium,BEL,53.799999,35.97
1730,2006,Belgium,BEL,53.799999,33.0
1731,2007,Belgium,BEL,53.599998,33.99
1732,2007,Belgium,BEL,53.599998,33.0
1733,2007,Belgium,BEL,53.599998,33.99
1734,2007,Belgium,BEL,53.599998,33.0
1735,2008,Belgium,BEL,53.400002,33.99
1736,2008,Belgium,BEL,53.400002,33.0
1737,2008,Belgium,BEL,53.400002,33.99
1738,2008,Belgium,BEL,53.400002,33.0
1739,2009,Belgium,BEL,53.799999,33.99
1740,2009,Belgium,BEL,53.799999,33.0
1741,2009,Belgium,BEL,53.799999,33.99
1742,2009,Belgium,BEL,53.799999,33.0
1743,2010,Belgium,BEL,53.0,33.99
1744,2010,Belgium,BEL,53.0,33.0
1745,2010,Belgium,BEL,53.0,33.99
1746,2010,Belgium,BEL,53.0,33.0
1747,2011,Belgium,BEL,54.200001,33.99
1748,2011,Belgium,BEL,54.200001,33.0
1749,2011,Belgium,BEL,54.200001,33.99
1750,2011,Belgium,BEL,54.200001,33.0
1751,2012,Belgium,BEL,54.099998,33.99
1752,2012,Belgium,BEL,54.099998,33.0
1753,2012,Belgium,BEL,54.099998,33.99
1754,2012,Belgium,BEL,54.099998,33.0
1755,2013,Belgium,BEL,53.299999,33.99
1756,2013,Belgium,BEL,53.299999,33.0
1757,2013,Belgium,BEL,53.299999,33.99
1758,2013,Belgium,BEL,53.299999,33.0
1759,2014,Belgium,BEL,52.900002,33.99
1760,2014,Belgium,BEL,52.900002,33.0
1761,2014,Belgium,BEL,52.900002,33.99
1762,2014,Belgium,BEL,52.900002,33.0
1763,2015,Belgium,BEL,52.299999,33.99
1764,2015,Belgium,BEL,52.299999,33.0
1765,2015,Belgium,BEL,52.299999,33.99
1766,2015,Belgium,BEL,52.299999,33.0
1767,2016,Belgium,BEL,51.599998,33.99
1768,2016,Belgium,BEL,51.599998,33.0
1769,2016,Belgium,BEL,51.599998,33.99
1770,2016,Belgium,BEL,51.599998,33.0
1771,2017,Belgium,BEL,50.700001,33.99
1772,2017,Belgium,BEL,50.700001,33.0
1773,2017,Belgium,BEL,50.700001,33.99
1774,2017,Belgium,BEL,50.700001,33.0
1775,2018,Belgium,BEL,50.0,29.58
1776,2018,Belgium,BEL,50.0,29.0
1777,2018,Belgium,BEL,50.0,29.58
1778,2018,Belgium,BEL,50.0,29.0
1779,2019,Belgium,BEL,49.099998,29.58
1780,2019,Belgium,BEL,49.099998,29.0
1781,2019,Belgium,BEL,49.099998,29.58
1782,2019,Belgium,BEL,49.099998,29.0
1783,2000,Israel,ISR,37.700001,36.0
1784,2000,Israel,ISR,37.700001,36.0
1785,2000,Israel,ISR,37.700001,0.0
1786,2000,Israel,ISR,37.700001,36.0
1787,2007,Israel,ISR,30.299999,29.0
1788,2007,Israel,ISR,30.299999,29.0
1789,2007,Israel,ISR,30.299999,0.0
1790,2007,Israel,ISR,30.299999,29.0
1791,2012,Israel,ISR,22.799999,25.0
1792,2012,Israel,ISR,22.799999,25.0
1793,2012,Israel,ISR,22.799999,0.0
1794,2012,Israel,ISR,22.799999,25.0
1795,2017,Israel,ISR,25.0,24.0
1796,2017,Israel,ISR,25.0,24.0
1797,2017,Israel,ISR,25.0,0.0
1798,2017,Israel,ISR,25.0,24.0
1799,2000,Austria,AUT,36.900002,34.0
1800,2000,Austria,AUT,36.900002,34.0
1801,2000,Austria,AUT,36.900002,34.0
1802,2001,Austria,AUT,36.200001,34.0
1803,2001,Austria,AUT,36.200001,34.0
1804,2001,Austria,AUT,36.200001,34.0
1805,2002,Austria,AUT,36.0,34.0
1806,2002,Austria,AUT,36.0,34.0
1807,2002,Austria,AUT,36.0,34.0
1808,2003,Austria,AUT,34.599998,34.0
1809,2003,Austria,AUT,34.599998,34.0
1810,2003,Austria,AUT,34.599998,34.0
1811,2004,Austria,AUT,34.799999,34.0
1812,2004,Austria,AUT,34.799999,34.0
1813,2004,Austria,AUT,34.799999,34.0
1814,2005,Austria,AUT,33.799999,25.0
1815,2005,Austria,AUT,33.799999,25.0
1816,2005,Austria,AUT,33.799999,25.0
1817,2006,Austria,AUT,31.6,25.0
1818,2006,Austria,AUT,31.6,25.0
1819,2006,Austria,AUT,31.6,25.0
1820,2007,Austria,AUT,30.4,25.0
1821,2007,Austria,AUT,30.4,25.0
1822,2007,Austria,AUT,30.4,25.0
1823,2008,Austria,AUT,29.6,25.0
1824,2008,Austria,AUT,29.6,25.0
1825,2008,Austria,AUT,29.6,25.0
1826,2009,Austria,AUT,29.299999,25.0
1827,2009,Austria,AUT,29.299999,25.0
1828,2009,Austria,AUT,29.299999,25.0
1829,2010,Austria,AUT,28.9,25.0
1830,2010,Austria,AUT,28.9,25.0
1831,2010,Austria,AUT,28.9,25.0
1832,2011,Austria,AUT,28.299999,25.0
1833,2011,Austria,AUT,28.299999,25.0
1834,2011,Austria,AUT,28.299999,25.0
1835,2012,Austria,AUT,28.0,25.0
1836,2012,Austria,AUT,28.0,25.0
1837,2012,Austria,AUT,28.0,25.0
1838,2013,Austria,AUT,27.799999,25.0
1839,2013,Austria,AUT,27.799999,25.0
1840,2013,Austria,AUT,27.799999,25.0
1841,2014,Austria,AUT,27.700001,25.0
1842,2014,Austria,AUT,27.700001,25.0
1843,2014,Austria,AUT,27.700001,25.0
1844,2015,Austria,AUT,27.4,25.0
1845,2015,Austria,AUT,27.4,25.0
1846,2015,Austria,AUT,27.4,25.0
1847,2016,Austria,AUT,26.9,25.0
1848,2016,Austria,AUT,26.9,25.0
1849,2016,Austria,AUT,26.9,25.0
1850,2017,Austria,AUT,26.700001,25.0
1851,2017,Austria,AUT,26.700001,25.0
1852,2017,Austria,AUT,26.700001,25.0
1853,2018,Austria,AUT,26.299999,25.0
1854,2018,Austria,AUT,26.299999,25.0
1855,2018,Austria,AUT,26.299999,25.0
1856,2019,Austria,AUT,26.299999,25.0
1857,2019,Austria,AUT,26.299999,25.0
1858,2019,Austria,AUT,26.299999,25.0
1859,2001,Greece,GRC,24.9,37.5
1860,2001,Greece,GRC,24.9,37.5
1861,2001,Greece,GRC,24.9,37.5
1862,2004,Greece,GRC,24.1,35.0
1863,2004,Greece,GRC,24.1,35.0
1864,2004,Greece,GRC,24.1,35.0
1865,2007,Greece,GRC,22.6,25.0
1866,2007,Greece,GRC,22.6,25.0
1867,2007,Greece,GRC,22.6,25.0
1868,2010,Greece,GRC,22.200001,24.0
1869,2010,Greece,GRC,22.200001,24.0
1870,2010,Greece,GRC,22.200001,24.0
1871,2013,Greece,GRC,23.1,26.0
1872,2013,Greece,GRC,23.1,26.0
1873,2013,Greece,GRC,23.1,26.0
1874,2016,Greece,GRC,19.0,29.0
1875,2016,Greece,GRC,19.0,29.0
1876,2016,Greece,GRC,19.0,29.0
1877,2000,Estonia,EST,14.0,26.0
1878,2000,Estonia,EST,14.0,26.0
1879,2000,Estonia,EST,14.0,26.0
1880,2001,Estonia,EST,14.0,26.0
1881,2001,Estonia,EST,14.0,26.0
1882,2001,Estonia,EST,14.0,26.0
1883,2002,Estonia,EST,12.6,26.0
1884,2002,Estonia,EST,12.6,26.0
1885,2002,Estonia,EST,12.6,26.0
1886,2003,Estonia,EST,11.0,26.0
1887,2003,Estonia,EST,11.0,26.0
1888,2003,Estonia,EST,11.0,26.0
1889,2004,Estonia,EST,9.3999996,26.0
1890,2004,Estonia,EST,9.3999996,26.0
1891,2004,Estonia,EST,9.3999996,26.0
1892,2005,Estonia,EST,8.6999998,24.0
1893,2005,Estonia,EST,8.6999998,24.0
1894,2005,Estonia,EST,8.6999998,24.0
1895,2006,Estonia,EST,8.3999996,23.0
1896,2006,Estonia,EST,8.3999996,23.0
1897,2006,Estonia,EST,8.3999996,23.0
1898,2007,Estonia,EST,7.5999999,22.0
1899,2007,Estonia,EST,7.5999999,22.0
1900,2007,Estonia,EST,7.5999999,22.0
1901,2008,Estonia,EST,6.1999998,21.0
1902,2008,Estonia,EST,6.1999998,21.0
1903,2008,Estonia,EST,6.1999998,21.0
1904,2009,Estonia,EST,7.5999999,21.0
1905,2009,Estonia,EST,7.5999999,21.0
1906,2009,Estonia,EST,7.5999999,21.0
1907,2010,Estonia,EST,8.1999998,21.0
1908,2010,Estonia,EST,8.1999998,21.0
1909,2010,Estonia,EST,8.1999998,21.0
1910,2011,Estonia,EST,7.0,21.0
1911,2011,Estonia,EST,7.0,21.0
1912,2011,Estonia,EST,7.0,21.0
1913,2012,Estonia,EST,6.0,21.0
1914,2012,Estonia,EST,6.0,21.0
1915,2012,Estonia,EST,6.0,21.0
1916,2013,Estonia,EST,5.5999999,21.0
1917,2013,Estonia,EST,5.5999999,21.0
1918,2013,Estonia,EST,5.5999999,21.0
1919,2014,Estonia,EST,5.3000002,21.0
1920,2014,Estonia,EST,5.3000002,21.0
1921,2014,Estonia,EST,5.3000002,21.0
1922,2015,Estonia,EST,4.5,20.0
1923,2015,Estonia,EST,4.5,20.0
1924,2015,Estonia,EST,4.5,20.0
1925,2016,Estonia,EST,5.0,20.0
1926,2016,Estonia,EST,5.0,20.0
1927,2016,Estonia,EST,5.0,20.0
1928,2017,Estonia,EST,4.6999998,20.0
1929,2017,Estonia,EST,4.6999998,20.0
1930,2017,Estonia,EST,4.6999998,20.0
1931,2018,Estonia,EST,5.9000001,20.0
1932,2018,Estonia,EST,5.9000001,20.0
1933,2018,Estonia,EST,5.9000001,20.0
1934,2019,Estonia,EST,6.0,20.0
1935,2019,Estonia,EST,6.0,20.0
1936,2019,Estonia,EST,6.0,20.0
1937,2000,Iceland,ISL,89.099998,30.0
1938,2000,Iceland,ISL,89.099998,30.0
1939,2000,Iceland,ISL,89.099998,30.0
1940,2001,Iceland,ISL,88.900002,30.0
1941,2001,Iceland,ISL,88.900002,30.0
1942,2001,Iceland,ISL,88.900002,30.0
1943,2002,Iceland,ISL,93.300003,18.0
1944,2002,Iceland,ISL,93.300003,18.0
1945,2002,Iceland,ISL,93.300003,18.0
1946,2003,Iceland,ISL,86.5,18.0
1947,2003,Iceland,ISL,86.5,18.0
1948,2003,Iceland,ISL,86.5,18.0
1949,2004,Iceland,ISL,84.099998,18.0
1950,2004,Iceland,ISL,84.099998,18.0
1951,2004,Iceland,ISL,84.099998,18.0
1952,2005,Iceland,ISL,84.099998,18.0
1953,2005,Iceland,ISL,84.099998,18.0
1954,2005,Iceland,ISL,84.099998,18.0
1955,2006,Iceland,ISL,85.199997,18.0
1956,2006,Iceland,ISL,85.199997,18.0
1957,2006,Iceland,ISL,85.199997,18.0
1958,2007,Iceland,ISL,84.900002,18.0
1959,2007,Iceland,ISL,84.900002,18.0
1960,2007,Iceland,ISL,84.900002,18.0
1961,2008,Iceland,ISL,84.699997,15.0
1962,2008,Iceland,ISL,84.699997,15.0
1963,2008,Iceland,ISL,84.699997,15.0
1964,2009,Iceland,ISL,84.900002,15.0
1965,2009,Iceland,ISL,84.900002,15.0
1966,2009,Iceland,ISL,84.900002,15.0
1967,2010,Iceland,ISL,85.199997,18.0
1968,2010,Iceland,ISL,85.199997,18.0
1969,2010,Iceland,ISL,85.199997,18.0
1970,2011,Iceland,ISL,85.0,20.0
1971,2011,Iceland,ISL,85.0,20.0
1972,2011,Iceland,ISL,85.0,20.0
1973,2012,Iceland,ISL,85.300003,20.0
1974,2012,Iceland,ISL,85.300003,20.0
1975,2012,Iceland,ISL,85.300003,20.0
1976,2013,Iceland,ISL,88.900002,20.0
1977,2013,Iceland,ISL,88.900002,20.0
1978,2013,Iceland,ISL,88.900002,20.0
1979,2014,Iceland,ISL,90.400002,20.0
1980,2014,Iceland,ISL,90.400002,20.0
1981,2014,Iceland,ISL,90.400002,20.0
1982,2015,Iceland,ISL,91.599998,20.0
1983,2015,Iceland,ISL,91.599998,20.0
1984,2015,Iceland,ISL,91.599998,20.0
1985,2016,Iceland,ISL,90.400002,20.0
1986,2016,Iceland,ISL,90.400002,20.0
1987,2016,Iceland,ISL,90.400002,20.0
1988,2017,Iceland,ISL,91.0,20.0
1989,2017,Iceland,ISL,91.0,20.0
1990,2017,Iceland,ISL,91.0,20.0
1991,2018,Iceland,ISL,90.699997,20.0
1992,2018,Iceland,ISL,90.699997,20.0
1993,2018,Iceland,ISL,90.699997,20.0
1994,2019,Iceland,ISL,90.699997,20.0
1995,2019,Iceland,ISL,90.699997,20.0
1996,2019,Iceland,ISL,90.699997,20.0
1997,2020,Iceland,ISL,92.199997,20.0
1998,2020,Iceland,ISL,92.199997,20.0
1999,2020,Iceland,ISL,92.199997,20.0
2000,2000,United Kingdom,GBR,29.799999,30.0
2001,2000,United Kingdom,GBR,29.799999,30.0
2002,2000,United Kingdom,GBR,29.799999,30.0
2003,2001,United Kingdom,GBR,29.299999,30.0
2004,2001,United Kingdom,GBR,29.299999,30.0
2005,2001,United Kingdom,GBR,29.299999,30.0
2006,2002,United Kingdom,GBR,28.799999,30.0
2007,2002,United Kingdom,GBR,28.799999,30.0
2008,2002,United Kingdom,GBR,28.799999,30.0
2009,2003,United Kingdom,GBR,29.299999,30.0
2010,2003,United Kingdom,GBR,29.299999,30.0
2011,2003,United Kingdom,GBR,29.299999,30.0
2012,2004,United Kingdom,GBR,28.799999,30.0
2013,2004,United Kingdom,GBR,28.799999,30.0
2014,2004,United Kingdom,GBR,28.799999,30.0
2015,2005,United Kingdom,GBR,28.6,30.0
2016,2005,United Kingdom,GBR,28.6,30.0
2017,2005,United Kingdom,GBR,28.6,30.0
2018,2006,United Kingdom,GBR,28.299999,30.0
2019,2006,United Kingdom,GBR,28.299999,30.0
2020,2006,United Kingdom,GBR,28.299999,30.0
2021,2007,United Kingdom,GBR,28.0,30.0
2022,2007,United Kingdom,GBR,28.0,30.0
2023,2007,United Kingdom,GBR,28.0,30.0
2024,2008,United Kingdom,GBR,27.5,28.0
2025,2008,United Kingdom,GBR,27.5,28.0
2026,2008,United Kingdom,GBR,27.5,28.0
2027,2009,United Kingdom,GBR,27.4,28.0
2028,2009,United Kingdom,GBR,27.4,28.0
2029,2009,United Kingdom,GBR,27.4,28.0
2030,2010,United Kingdom,GBR,26.6,28.0
2031,2010,United Kingdom,GBR,26.6,28.0
2032,2010,United Kingdom,GBR,26.6,28.0
2033,2011,United Kingdom,GBR,26.0,26.0
2034,2011,United Kingdom,GBR,26.0,26.0
2035,2011,United Kingdom,GBR,26.0,26.0
2036,2012,United Kingdom,GBR,26.1,24.0
2037,2012,United Kingdom,GBR,26.1,24.0
2038,2012,United Kingdom,GBR,26.1,24.0
2039,2013,United Kingdom,GBR,25.6,23.0
2040,2013,United Kingdom,GBR,25.6,23.0
2041,2013,United Kingdom,GBR,25.6,23.0
2042,2014,United Kingdom,GBR,25.0,21.0
2043,2014,United Kingdom,GBR,25.0,21.0
2044,2014,United Kingdom,GBR,25.0,21.0
2045,2015,United Kingdom,GBR,24.700001,20.0
2046,2015,United Kingdom,GBR,24.700001,20.0
2047,2015,United Kingdom,GBR,24.700001,20.0
2048,2016,United Kingdom,GBR,23.6,20.0
2049,2016,United Kingdom,GBR,23.6,20.0
2050,2016,United Kingdom,GBR,23.6,20.0
2051,2017,United Kingdom,GBR,23.299999,19.0
2052,2017,United Kingdom,GBR,23.299999,19.0
2053,2017,United Kingdom,GBR,23.299999,19.0
2054,2018,United Kingdom,GBR,23.4,19.0
2055,2018,United Kingdom,GBR,23.4,19.0
2056,2018,United Kingdom,GBR,23.4,19.0
2057,2019,United Kingdom,GBR,23.5,19.0
2058,2019,United Kingdom,GBR,23.5,19.0
2059,2019,United Kingdom,GBR,23.5,19.0
2060,2000,France,FRA,10.8,37.766667
2061,2000,France,FRA,10.8,37.766667
2062,2000,France,FRA,10.8,33.333333
2063,2000,France,FRA,10.8,37.766667
2064,2001,France,FRA,10.8,36.433333
2065,2001,France,FRA,10.8,36.433333
2066,2001,France,FRA,10.8,33.333333
2067,2001,France,FRA,10.8,36.433333
2068,2002,France,FRA,10.8,35.433333
2069,2002,France,FRA,10.8,35.433333
2070,2002,France,FRA,10.8,33.333333
2071,2002,France,FRA,10.8,35.433333
2072,2003,France,FRA,10.8,35.433333
2073,2003,France,FRA,10.8,35.433333
2074,2003,France,FRA,10.8,33.333333
2075,2003,France,FRA,10.8,35.433333
2076,2004,France,FRA,10.5,35.433333
2077,2004,France,FRA,10.5,35.433333
2078,2004,France,FRA,10.5,33.333333
2079,2004,France,FRA,10.5,35.433333
2080,2005,France,FRA,10.5,34.933333
2081,2005,France,FRA,10.5,34.933333
2082,2005,France,FRA,10.5,33.333333
2083,2005,France,FRA,10.5,34.933333
2084,2008,France,FRA,10.6,34.433333
2085,2008,France,FRA,10.6,34.433333
2086,2008,France,FRA,10.6,33.333333
2087,2008,France,FRA,10.6,34.433333
2088,2010,France,FRA,10.8,34.433333
2089,2010,France,FRA,10.8,34.433333
2090,2010,France,FRA,10.8,33.333333
2091,2010,France,FRA,10.8,34.433333
2092,2013,France,FRA,11.0,38.0
2093,2013,France,FRA,11.0,38.0
2094,2013,France,FRA,11.0,33.333333
2095,2013,France,FRA,11.0,38.0
