,TIME_PERIOD,Reference area,REF_AREA,Trade union density,Combined corporate income tax rate
894,2007,Canada,CAN,27.299999,33.922711
895,2007,Canada,CAN,27.299999,22.12
896,2007,Canada,CAN,27.299999,11.8
897,2007,Canada,CAN,27.299999,22.12
898,2007,Canada,CAN,27.299999,21.0
899,2008,Canada,CAN,27.0,31.431494
900,2008,Canada,CAN,27.0,19.5
901,2008,Canada,CAN,27.0,11.93
902,2008,Canada,CAN,27.0,19.5
903,2009,Canada,CAN,27.299999,30.936896
904,2009,Canada,CAN,27.299999,19.0
905,2009,Canada,CAN,27.299999,11.94
906,2009,Canada,CAN,27.299999,19.0
907,2010,Canada,CAN,27.200001,29.383883
908,2010,Canada,CAN,27.200001,18.0
909,2010,Canada,CAN,27.200001,11.38
910,2010,Canada,CAN,27.200001,18.0
911,2011,Canada,CAN,26.9,27.681487
912,2011,Canada,CAN,26.9,16.5
913,2011,Canada,CAN,26.9,11.18
914,2011,Canada,CAN,26.9,16.5
915,2012,Canada,CAN,27.200001,26.147838
916,2012,Canada,CAN,27.200001,15.0
917,2012,Canada,CAN,27.200001,11.15
918,2012,Canada,CAN,27.200001,15.0
919,2013,Canada,CAN,27.1,26.243319
920,2013,Canada,CAN,27.1,15.0
921,2013,Canada,CAN,27.1,11.24
922,2013,Canada,CAN,27.1,15.0
923,2014,Canada,CAN,26.4,26.225272
924,2014,Canada,CAN,26.4,15.0
925,2014,Canada,CAN,26.4,11.23
926,2014,Canada,CAN,26.4,15.0
927,2015,Canada,CAN,26.5,26.68885
928,2015,Canada,CAN,26.5,15.0
929,2015,Canada,CAN,26.5,11.69
930,2015,Canada,CAN,26.5,15.0
931,2016,Canada,CAN,26.299999,26.686924
932,2016,Canada,CAN,26.299999,15.0
933,2016,Canada,CAN,26.299999,11.69
934,2016,Canada,CAN,26.299999,15.0
935,2017,Canada,CAN,26.299999,26.644782
936,2017,Canada,CAN,26.299999,15.0
937,2017,Canada,CAN,26.299999,11.64
938,2017,Canada,CAN,26.299999,15.0
939,2018,Canada,CAN,25.9,26.767004
940,2018,Canada,CAN,25.9,15.0
941,2018,Canada,CAN,25.9,11.77
942,2018,Canada,CAN,25.9,15.0
943,2019,Canada,CAN,26.1,26.607878
944,2019,Canada,CAN,26.1,15.0
945,2019,Canada,CAN,26.1,11.61
946,2019,Canada,CAN,26.1,15.0
947,2020,Canada,CAN,27.200001,26.244757
948,2020,Canada,CAN,27.200001,15.0
949,2020,Canada,CAN,27.200001,11.24
950,2020,Canada,CAN,27.200001,15.0
951,2000,United States,USA,12.9,35.0
952,2000,United States,USA,12.9,32.7
953,2000,United States,USA,12.9,6.64
954,2000,United States,USA,12.9,39.34
955,2001,United States,USA,12.9,35.0
956,2001,United States,USA,12.9,32.7005
957,2001,United States,USA,12.9,6.57
958,2001,United States,USA,12.9,39.2705
959,2002,United States,USA,12.8,35.0
960,2002,United States,USA,12.8,32.6865
961,2002,United States,USA,12.8,6.61
962,2002,United States,USA,12.8,39.2965
963,2003,United States,USA,12.4,35.0
964,2003,United States,USA,12.4,32.6725
965,2003,United States,USA,12.4,6.65
966,2003,United States,USA,12.4,39.3225
967,2004,United States,USA,12.0,35.0
968,2004,United States,USA,12.0,32.676
969,2004,United States,USA,12.0,6.64
970,2004,United States,USA,12.0,39.316
971,2005,United States,USA,12.0,35.0
972,2005,United States,USA,12.0,32.69
973,2005,United States,USA,12.0,6.6
974,2005,United States,USA,12.0,39.29
975,2006,United States,USA,11.5,35.0
976,2006,United States,USA,11.5,32.683
977,2006,United States,USA,11.5,6.62
978,2006,United States,USA,11.5,39.303
979,2007,United States,USA,11.6,35.0
980,2007,United States,USA,11.6,32.7005
981,2007,United States,USA,11.6,6.57
982,2007,United States,USA,11.6,39.2705
983,2008,United States,USA,11.9,35.0
984,2008,United States,USA,11.9,32.711
985,2008,United States,USA,11.9,6.54
986,2008,United States,USA,11.9,39.251
987,2009,United States,USA,11.8,35.0
988,2009,United States,USA,11.8,32.76
989,2009,United States,USA,11.8,6.4
990,2009,United States,USA,11.8,39.16
991,2010,United States,USA,11.4,35.0
992,2010,United States,USA,11.4,32.7355
993,2010,United States,USA,11.4,6.47
994,2010,United States,USA,11.4,39.2055
995,2011,United States,USA,11.3,35.0
996,2011,United States,USA,11.3,32.7425
997,2011,United States,USA,11.3,6.45
998,2011,United States,USA,11.3,39.1925
999,2012,United States,USA,10.8,35.0
1000,2012,United States,USA,10.8,32.781
1001,2012,United States,USA,10.8,6.34
1002,2012,United States,USA,10.8,39.134
1003,2013,United States,USA,10.8,35.0
1004,2013,United States,USA,10.8,32.8195
1005,2013,United States,USA,10.8,6.23
1006,2013,United States,USA,10.8,39.0495
1007,2014,United States,USA,10.7,35.0
1008,2014,United States,USA,10.7,32.8055
1009,2014,United States,USA,10.7,6.27
1010,2014,United States,USA,10.7,39.0755
1011,2015,United States,USA,10.6,35.0
1012,2015,United States,USA,10.6,32.8475
1013,2015,United States,USA,10.6,6.15
1014,2015,United States,USA,10.6,38.9975
1015,2016,United States,USA,10.3,35.0
1016,2016,United States,USA,10.3,32.887112
1017,2016,United States,USA,10.3,6.036822
1018,2016,United States,USA,10.3,38.923934
1019,2017,United States,USA,10.3,35.0
1020,2017,United States,USA,10.3,32.896514
1021,2017,United States,USA,10.3,6.00996
1022,2017,United States,USA,10.3,38.906474
1023,2018,United States,USA,10.1,21.0
1024,2018,United States,USA,10.1,19.713795
1025,2018,United States,USA,10.1,6.124785
1026,2018,United States,USA,10.1,25.83858
1027,2019,United States,USA,9.8999996,21.0
1028,2019,United States,USA,9.8999996,19.701152
1029,2019,United States,USA,9.8999996,6.184989
1030,2019,United States,USA,9.8999996,25.886141
1031,2020,United States,USA,10.3,21.0
1032,2020,United States,USA,10.3,19.732937
1033,2020,United States,USA,10.3,6.033634
1034,2020,United States,USA,10.3,25.766571
1035,2000,Slovenia,SVN,44.200001,25.0
1036,2000,Slovenia,SVN,44.200001,25.0
1037,2000,Slovenia,SVN,44.200001,25.0
1038,2001,Slovenia,SVN,43.299999,25.0
1039,2001,Slovenia,SVN,43.299999,25.0
1040,2001,Slovenia,SVN,43.299999,25.0
1041,2002,Slovenia,SVN,47.099998,25.0
1042,2002,Slovenia,SVN,47.099998,25.0
1043,2002,Slovenia,SVN,47.099998,25.0
1044,2003,Slovenia,SVN,45.299999,25.0
1045,2003,Slovenia,SVN,45.299999,25.0
1046,2003,Slovenia,SVN,45.299999,25.0
1047,2004,Slovenia,SVN,37.099998,25.0
1048,2004,Slovenia,SVN,37.099998,25.0
1049,2004,Slovenia,SVN,37.099998,25.0
1050,2005,Slovenia,SVN,37.5,25.0
1051,2005,Slovenia,SVN,37.5,25.0
1052,2005,Slovenia,SVN,37.5,25.0
1053,2006,Slovenia,SVN,32.200001,25.0
1054,2006,Slovenia,SVN,32.200001,25.0
1055,2006,Slovenia,SVN,32.200001,25.0
1056,2007,Slovenia,SVN,30.6,23.0
1057,2007,Slovenia,SVN,30.6,23.0
1058,2007,Slovenia,SVN,30.6,23.0
1059,2008,Slovenia,SVN,29.700001,22.0
1060,2008,Slovenia,SVN,29.700001,22.0
1061,2008,Slovenia,SVN,29.700001,22.0
1062,2009,Slovenia,SVN,40.400002,21.0
1063,2009,Slovenia,SVN,40.400002,21.0
1064,2009,Slovenia,SVN,40.400002,21.0
1065,2010,Slovenia,SVN,32.599998,20.0
1066,2010,Slovenia,SVN,32.599998,20.0
1067,2010,Slovenia,SVN,32.599998,20.0
1068,2011,Slovenia,SVN,36.700001,20.0
1069,2011,Slovenia,SVN,36.700001,20.0
1070,2011,Slovenia,SVN,36.700001,20.0
1071,2012,Slovenia,SVN,26.799999,18.0
1072,2012,Slovenia,SVN,26.799999,18.0
1073,2012,Slovenia,SVN,26.799999,18.0
1074,2013,Slovenia,SVN,26.200001,17.0
1075,2013,Slovenia,SVN,26.200001,17.0
1076,2013,Slovenia,SVN,26.200001,17.0
1077,2014,Slovenia,SVN,29.4,17.0
1078,2014,Slovenia,SVN,29.4,17.0
1079,2014,Slovenia,SVN,29.4,17.0
1080,2015,Slovenia,SVN,23.799999,17.0
1081,2015,Slovenia,SVN,23.799999,17.0
1082,2015,Slovenia,SVN,23.799999,17.0
1083,2000,Spain,ESP,17.5,35.0
1084,2000,Spain,ESP,17.5,35.0
1085,2000,Spain,ESP,17.5,35.0
1086,2001,Spain,ESP,17.200001,35.0
1087,2001,Spain,ESP,17.200001,35.0
1088,2001,Spain,ESP,17.200001,35.0
1089,2002,Spain,ESP,16.799999,35.0
1090,2002,Spain,ESP,16.799999,35.0
1091,2002,Spain,ESP,16.799999,35.0
1092,2003,Spain,ESP,16.5,35.0
1093,2003,Spain,ESP,16.5,35.0
1094,2003,Spain,ESP,16.5,35.0
1095,2004,Spain,ESP,16.0,35.0
1096,2004,Spain,ESP,16.0,35.0
1097,2004,Spain,ESP,16.0,35.0
1098,2005,Spain,ESP,15.5,35.0
1099,2005,Spain,ESP,15.5,35.0
1100,2005,Spain,ESP,15.5,35.0
1101,2006,Spain,ESP,15.6,35.0
1102,2006,Spain,ESP,15.6,35.0
1103,2006,Spain,ESP,15.6,35.0
1104,2007,Spain,ESP,16.4,32.5
1105,2007,Spain,ESP,16.4,32.5
1106,2007,Spain,ESP,16.4,32.5
1107,2008,Spain,ESP,17.4,30.0
1108,2008,Spain,ESP,17.4,30.0
1109,2008,Spain,ESP,17.4,30.0
1110,2009,Spain,ESP,18.299999,30.0
1111,2009,Spain,ESP,18.299999,30.0
1112,2009,Spain,ESP,18.299999,30.0
1113,2010,Spain,ESP,18.200001,30.0
1114,2010,Spain,ESP,18.200001,30.0
1115,2010,Spain,ESP,18.200001,30.0
1116,2011,Spain,ESP,17.9,30.0
1117,2011,Spain,ESP,17.9,30.0
1118,2011,Spain,ESP,17.9,30.0
1119,2012,Spain,ESP,17.799999,30.0
1120,2012,Spain,ESP,17.799999,30.0
1121,2012,Spain,ESP,17.799999,30.0
1122,2013,Spain,ESP,17.0,30.0
1123,2013,Spain,ESP,17.0,30.0
1124,2013,Spain,ESP,17.0,30.0
1125,2014,Spain,ESP,15.8,30.0
1126,2014,Spain,ESP,15.8,30.0
1127,2014,Spain,ESP,15.8,30.0
1128,2015,Spain,ESP,14.4,28.0
1129,2015,Spain,ESP,14.4,28.0
1130,2015,Spain,ESP,14.4,28.0
1131,2016,Spain,ESP,13.9,25.0
1132,2016,Spain,ESP,13.9,25.0
1133,2016,Spain,ESP,13.9,25.0
1134,2017,Spain,ESP,13.4,25.0
1135,2017,Spain,ESP,13.4,25.0
1136,2017,Spain,ESP,13.4,25.0
1137,2018,Spain,ESP,13.0,25.0
1138,2018,Spain,ESP,13.0,25.0
1139,2018,Spain,ESP,13.0,25.0
1140,2019,Spain,ESP,12.5,25.0
1141,2019,Spain,ESP,12.5,25.0
1142,2019,Spain,ESP,12.5,25.0
1143,2000,Korea,KOR,11.4,28.0
1144,2000,Korea,KOR,11.4,2.8
1145,2000,Korea,KOR,11.4,28.0
1146,2000,Korea,KOR,11.4,30.8
1147,2001,Korea,KOR,11.5,28.0
1148,2001,Korea,KOR,11.5,2.8
1149,2001,Korea,KOR,11.5,28.0
1150,2001,Korea,KOR,11.5,30.8
1151,2002,Korea,KOR,11.3,27.0
1152,2002,Korea,KOR,11.3,2.7
1153,2002,Korea,KOR,11.3,27.0
1154,2002,Korea,KOR,11.3,29.7
1155,2003,Korea,KOR,10.7,27.0
1156,2003,Korea,KOR,10.7,2.7
1157,2003,Korea,KOR,10.7,27.0
1158,2003,Korea,KOR,10.7,29.7
1159,2004,Korea,KOR,10.3,27.0
1160,2004,Korea,KOR,10.3,2.7
1161,2004,Korea,KOR,10.3,27.0
1162,2004,Korea,KOR,10.3,29.7
1163,2005,Korea,KOR,9.8999996,25.0
1164,2005,Korea,KOR,9.8999996,2.5
1165,2005,Korea,KOR,9.8999996,25.0
1166,2005,Korea,KOR,9.8999996,27.5
1167,2006,Korea,KOR,10.0,25.0
1168,2006,Korea,KOR,10.0,2.5
1169,2006,Korea,KOR,10.0,25.0
1170,2006,Korea,KOR,10.0,27.5
1171,2007,Korea,KOR,10.5,25.0
1172,2007,Korea,KOR,10.5,2.5
1173,2007,Korea,KOR,10.5,25.0
1174,2007,Korea,KOR,10.5,27.5
1175,2008,Korea,KOR,10.2,25.0
1176,2008,Korea,KOR,10.2,2.5
1177,2008,Korea,KOR,10.2,25.0
1178,2008,Korea,KOR,10.2,27.5
1179,2009,Korea,KOR,9.8999996,22.0
1180,2009,Korea,KOR,9.8999996,2.2
1181,2009,Korea,KOR,9.8999996,22.0
1182,2009,Korea,KOR,9.8999996,24.2
1183,2010,Korea,KOR,9.6000004,22.0
1184,2010,Korea,KOR,9.6000004,2.2
1185,2010,Korea,KOR,9.6000004,22.0
1186,2010,Korea,KOR,9.6000004,24.2
1187,2011,Korea,KOR,9.8000002,22.0
1188,2011,Korea,KOR,9.8000002,2.2
1189,2011,Korea,KOR,9.8000002,22.0
1190,2011,Korea,KOR,9.8000002,24.2
1191,2012,Korea,KOR,9.8999996,22.0
1192,2012,Korea,KOR,9.8999996,2.2
1193,2012,Korea,KOR,9.8999996,22.0
1194,2012,Korea,KOR,9.8999996,24.2
1195,2013,Korea,KOR,10.1,22.0
1196,2013,Korea,KOR,10.1,2.2
1197,2013,Korea,KOR,10.1,22.0
1198,2013,Korea,KOR,10.1,24.2
1199,2014,Korea,KOR,10.1,22.0
1200,2014,Korea,KOR,10.1,2.2
1201,2014,Korea,KOR,10.1,22.0
1202,2014,Korea,KOR,10.1,24.2
1203,2015,Korea,KOR,10.0,22.0
1204,2015,Korea,KOR,10.0,2.2
1205,2015,Korea,KOR,10.0,22.0
1206,2015,Korea,KOR,10.0,24.2
1207,2016,Korea,KOR,10.0,22.0
1208,2016,Korea,KOR,10.0,2.2
1209,2016,Korea,KOR,10.0,22.0
1210,2016,Korea,KOR,10.0,24.2
1211,2017,Korea,KOR,10.5,22.0
1212,2017,Korea,KOR,10.5,2.2
1213,2017,Korea,KOR,10.5,22.0
1214,2017,Korea,KOR,10.5,24.2
1215,2018,Korea,KOR,11.6,25.0
1216,2018,Korea,KOR,11.6,2.5
1217,2018,Korea,KOR,11.6,25.0
1218,2018,Korea,KOR,11.6,27.5
1219,2000,Switzerland,CHE,20.700001,8.5
1220,2000,Switzerland,CHE,20.700001,18.544155
1221,2000,Switzerland,CHE,20.700001,24.925489
1222,2000,Switzerland,CHE,20.700001,6.381333
1223,2001,Switzerland,CHE,20.200001,8.5
1224,2001,Switzerland,CHE,20.200001,18.298808
1225,2001,Switzerland,CHE,20.200001,24.699362
1226,2001,Switzerland,CHE,20.200001,6.400554
1227,2002,Switzerland,CHE,20.299999,8.5
1228,2002,Switzerland,CHE,20.299999,17.990658
1229,2002,Switzerland,CHE,20.299999,24.415353
1230,2002,Switzerland,CHE,20.299999,6.424695
1231,2003,Switzerland,CHE,20.4,8.5
1232,2003,Switzerland,CHE,20.4,17.648309
1233,2003,Switzerland,CHE,20.4,24.099824
1234,2003,Switzerland,CHE,20.4,6.451515
1235,2004,Switzerland,CHE,19.9,8.5
1236,2004,Switzerland,CHE,19.9,17.648309
1237,2004,Switzerland,CHE,19.9,24.099824
1238,2004,Switzerland,CHE,19.9,6.451515
1239,2005,Switzerland,CHE,19.799999,8.5
1240,2005,Switzerland,CHE,19.799999,14.64
1241,2005,Switzerland,CHE,19.799999,21.33
1242,2005,Switzerland,CHE,19.799999,6.69
1243,2006,Switzerland,CHE,19.299999,8.5
1244,2006,Switzerland,CHE,19.299999,14.64
1245,2006,Switzerland,CHE,19.299999,21.33
1246,2006,Switzerland,CHE,19.299999,6.69
1247,2007,Switzerland,CHE,18.9,8.5
1248,2007,Switzerland,CHE,18.9,14.635758
1249,2007,Switzerland,CHE,18.9,21.323279
1250,2007,Switzerland,CHE,18.9,6.687521
1251,2008,Switzerland,CHE,17.9,8.5
1252,2008,Switzerland,CHE,17.9,14.474265
1253,2008,Switzerland,CHE,17.9,21.174438
1254,2008,Switzerland,CHE,17.9,6.700173
1255,2009,Switzerland,CHE,17.700001,8.5
1256,2009,Switzerland,CHE,17.700001,14.474265
1257,2009,Switzerland,CHE,17.700001,21.174438
1258,2009,Switzerland,CHE,17.700001,6.700173
1259,2010,Switzerland,CHE,17.6,8.5
1260,2010,Switzerland,CHE,17.6,14.474265
1261,2010,Switzerland,CHE,17.6,21.174438
1262,2010,Switzerland,CHE,17.6,6.700173
1263,2011,Switzerland,CHE,17.0,8.5
1264,2011,Switzerland,CHE,17.0,14.474265
1265,2011,Switzerland,CHE,17.0,21.174438
1266,2011,Switzerland,CHE,17.0,6.700173
1267,2012,Switzerland,CHE,16.5,8.5
1268,2012,Switzerland,CHE,16.5,14.474265
1269,2012,Switzerland,CHE,16.5,21.174438
1270,2012,Switzerland,CHE,16.5,6.700173
1271,2013,Switzerland,CHE,16.6,8.5
1272,2013,Switzerland,CHE,16.6,14.446211
1273,2013,Switzerland,CHE,16.6,21.148581
1274,2013,Switzerland,CHE,16.6,6.702371
1275,2014,Switzerland,CHE,16.1,8.5
1276,2014,Switzerland,CHE,16.1,14.446211
1277,2014,Switzerland,CHE,16.1,21.148581
1278,2014,Switzerland,CHE,16.1,6.702371
1279,2015,Switzerland,CHE,15.7,8.5
1280,2015,Switzerland,CHE,15.7,14.446211
1281,2015,Switzerland,CHE,15.7,21.148581
1282,2015,Switzerland,CHE,15.7,6.702371
1283,2016,Switzerland,CHE,15.3,8.5
1284,2016,Switzerland,CHE,15.3,14.446211
1285,2016,Switzerland,CHE,15.3,21.148581
1286,2016,Switzerland,CHE,15.3,6.702371
1287,2017,Switzerland,CHE,14.9,8.5
1288,2017,Switzerland,CHE,14.9,14.446211
1289,2017,Switzerland,CHE,14.9,21.148581
1290,2017,Switzerland,CHE,14.9,6.702371
1291,2018,Switzerland,CHE,14.4,8.5
1292,2018,Switzerland,CHE,14.4,14.446211
1293,2018,Switzerland,CHE,14.4,21.148581
1294,2018,Switzerland,CHE,14.4,6.702371
1295,2000,Netherlands,NLD,22.299999,35.0
1296,2000,Netherlands,NLD,22.299999,35.0
1297,2000,Netherlands,NLD,22.299999,35.0
1298,2001,Netherlands,NLD,21.6,35.0
1299,2001,Netherlands,NLD,21.6,35.0
1300,2001,Netherlands,NLD,21.6,35.0
1301,2002,Netherlands,NLD,21.4,34.5
1302,2002,Netherlands,NLD,21.4,34.5
1303,2002,Netherlands,NLD,21.4,34.5
1304,2003,Netherlands,NLD,20.9,34.5
1305,2003,Netherlands,NLD,20.9,34.5
1306,2003,Netherlands,NLD,20.9,34.5
1307,2004,Netherlands,NLD,21.299999,34.5
1308,2004,Netherlands,NLD,21.299999,34.5
1309,2004,Netherlands,NLD,21.299999,34.5
1310,2005,Netherlands,NLD,22.1,31.5
1311,2005,Netherlands,NLD,22.1,31.5
1312,2005,Netherlands,NLD,22.1,31.5
1313,2006,Netherlands,NLD,21.4,29.6
1314,2006,Netherlands,NLD,21.4,29.6
1315,2006,Netherlands,NLD,21.4,29.6
1316,2007,Netherlands,NLD,20.200001,25.5
1317,2007,Netherlands,NLD,20.200001,25.5
1318,2007,Netherlands,NLD,20.200001,25.5
1319,2008,Netherlands,NLD,20.0,25.5
1320,2008,Netherlands,NLD,20.0,25.5
1321,2008,Netherlands,NLD,20.0,25.5
1322,2009,Netherlands,NLD,20.0,25.5
1323,2009,Netherlands,NLD,20.0,25.5
1324,2009,Netherlands,NLD,20.0,25.5
1325,2010,Netherlands,NLD,19.5,25.5
1326,2010,Netherlands,NLD,19.5,25.5
1327,2010,Netherlands,NLD,19.5,25.5
1328,2011,Netherlands,NLD,19.299999,25.0
1329,2011,Netherlands,NLD,19.299999,25.0
1330,2011,Netherlands,NLD,19.299999,25.0
1331,2012,Netherlands,NLD,18.799999,25.0
1332,2012,Netherlands,NLD,18.799999,25.0
1333,2012,Netherlands,NLD,18.799999,25.0
1334,2013,Netherlands,NLD,18.200001,25.0
1335,2013,Netherlands,NLD,18.200001,25.0
1336,2013,Netherlands,NLD,18.200001,25.0
1337,2014,Netherlands,NLD,18.1,25.0
1338,2014,Netherlands,NLD,18.1,25.0
1339,2014,Netherlands,NLD,18.1,25.0
1340,2015,Netherlands,NLD,17.700001,25.0
1341,2015,Netherlands,NLD,17.700001,25.0
1342,2015,Netherlands,NLD,17.700001,25.0
1343,2016,Netherlands,NLD,17.299999,25.0
1344,2016,Netherlands,NLD,17.299999,25.0
1345,2016,Netherlands,NLD,17.299999,25.0
1346,2017,Netherlands,NLD,16.799999,25.0
1347,2017,Netherlands,NLD,16.799999,25.0
1348,2017,Netherlands,NLD,16.799999,25.0
1349,2018,Netherlands,NLD,16.5,25.0
1350,2018,Netherlands,NLD,16.5,25.0
1351,2018,Netherlands,NLD,16.5,25.0
1352,2019,Netherlands,NLD,15.4,25.0
1353,2019,Netherlands,NLD,15.4,25.0
1354,2019,Netherlands,NLD,15.4,25.0
1355,2000,Türkiye,TUR,12.5,33.0
1356,2000,Türkiye,TUR,12.5,33.0
1357,2000,Türkiye,TUR,12.5,30.0
1358,2000,Türkiye,TUR,12.5,33.0
1359,2001,Türkiye,TUR,12.5,33.0
1360,2001,Türkiye,TUR,12.5,33.0
1361,2001,Türkiye,TUR,12.5,30.0
1362,2001,Türkiye,TUR,12.5,33.0
1363,2002,Türkiye,TUR,11.9,33.0
1364,2002,Türkiye,TUR,11.9,33.0
1365,2002,Türkiye,TUR,11.9,30.0
1366,2002,Türkiye,TUR,11.9,33.0
1367,2003,Türkiye,TUR,11.2,30.0
1368,2003,Türkiye,TUR,11.2,30.0
1369,2003,Türkiye,TUR,11.2,30.0
1370,2004,Türkiye,TUR,10.5,33.0
1371,2004,Türkiye,TUR,10.5,33.0
1372,2004,Türkiye,TUR,10.5,33.0
1373,2005,Türkiye,TUR,10.3,30.0
1374,2005,Türkiye,TUR,10.3,30.0
1375,2005,Türkiye,TUR,10.3,30.0
1376,2006,Türkiye,TUR,9.3999996,20.0
1377,2006,Türkiye,TUR,9.3999996,20.0
1378,2006,Türkiye,TUR,9.3999996,20.0
1379,2007,Türkiye,TUR,8.3000002,20.0
1380,2007,Türkiye,TUR,8.3000002,20.0
1381,2007,Türkiye,TUR,8.3000002,20.0
1382,2008,Türkiye,TUR,7.3000002,20.0
1383,2008,Türkiye,TUR,7.3000002,20.0
1384,2008,Türkiye,TUR,7.3000002,20.0
1385,2009,Türkiye,TUR,7.3000002,20.0
1386,2009,Türkiye,TUR,7.3000002,20.0
1387,2009,Türkiye,TUR,7.3000002,20.0
1388,2010,Türkiye,TUR,7.3000002,20.0
1389,2010,Türkiye,TUR,7.3000002,20.0
1390,2010,Türkiye,TUR,7.3000002,20.0
1391,2011,Türkiye,TUR,7.0999999,20.0
1392,2011,Türkiye,TUR,7.0999999,20.0
1393,2011,Türkiye,TUR,7.0999999,20.0
1394,2012,Türkiye,TUR,6.3000002,20.0
1395,2012,Türkiye,TUR,6.3000002,20.0
1396,2012,Türkiye,TUR,6.3000002,20.0
1397,2013,Türkiye,TUR,6.3000002,20.0
1398,2013,Türkiye,TUR,6.3000002,20.0
1399,2013,Türkiye,TUR,6.3000002,20.0
1400,2014,Türkiye,TUR,6.9000001,20.0
1401,2014,Türkiye,TUR,6.9000001,20.0
1402,2014,Türkiye,TUR,6.9000001,20.0
1403,2015,Türkiye,TUR,8.0,20.0
1404,2015,Türkiye,TUR,8.0,20.0
1405,2015,Türkiye,TUR,8.0,20.0
1406,2016,Türkiye,TUR,8.1999998,20.0
1407,2016,Türkiye,TUR,8.1999998,20.0
1408,2016,Türkiye,TUR,8.1999998,20.0
1409,2017,Türkiye,TUR,8.6000004,20.0
1410,2017,Türkiye,TUR,8.6000004,20.0
1411,2017,Türkiye,TUR,8.6000004,20.0
1412,2018,Türkiye,TUR,9.1999998,22.0
1413,2018,Türkiye,TUR,9.1999998,22.0
1414,2018,Türkiye,TUR,9.1999998,22.0
1415,2019,Türkiye,TUR,9.8999996,22.0
1416,2019,Türkiye,TUR,9.8999996,22.0
1417,2019,Türkiye,TUR,9.8999996,22.0
1418,2000,New Zealand,NZL,22.4,33.0
1419,2000,New Zealand,NZL,22.4,33.0
1420,2000,New Zealand,NZL,22.4,33.0
1421,2001,New Zealand,NZL,22.299999,33.0
1422,2001,New Zealand,NZL,22.299999,33.0
1423,2001,New Zealand,NZL,22.299999,33.0
1424,2002,New Zealand,NZL,21.799999,33.0
1425,2002,New Zealand,NZL,21.799999,33.0
1426,2002,New Zealand,NZL,21.799999,33.0
1427,2003,New Zealand,NZL,21.700001,33.0
1428,2003,New Zealand,NZL,21.700001,33.0
1429,2003,New Zealand,NZL,21.700001,33.0
1430,2004,New Zealand,NZL,21.700001,33.0
1431,2004,New Zealand,NZL,21.700001,33.0
1432,2004,New Zealand,NZL,21.700001,33.0
1433,2005,New Zealand,NZL,22.299999,33.0
1434,2005,New Zealand,NZL,22.299999,33.0
1435,2005,New Zealand,NZL,22.299999,33.0
1436,2006,New Zealand,NZL,21.799999,33.0
1437,2006,New Zealand,NZL,21.799999,33.0
1438,2006,New Zealand,NZL,21.799999,33.0
1439,2007,New Zealand,NZL,20.799999,33.0
1440,2007,New Zealand,NZL,20.799999,33.0
1441,2007,New Zealand,NZL,20.799999,33.0
1442,2008,New Zealand,NZL,21.4,30.0
1443,2008,New Zealand,NZL,21.4,30.0
1444,2008,New Zealand,NZL,21.4,30.0
1445,2009,New Zealand,NZL,21.5,30.0
1446,2009,New Zealand,NZL,21.5,30.0
1447,2009,New Zealand,NZL,21.5,30.0
1448,2010,New Zealand,NZL,21.4,30.0
1449,2010,New Zealand,NZL,21.4,30.0
1450,2010,New Zealand,NZL,21.4,30.0
1451,2011,New Zealand,NZL,20.5,28.0
1452,2011,New Zealand,NZL,20.5,28.0
1453,2011,New Zealand,NZL,20.5,28.0
1454,2012,New Zealand,NZL,20.299999,28.0
1455,2012,New Zealand,NZL,20.299999,28.0
1456,2012,New Zealand,NZL,20.299999,28.0
1457,2013,New Zealand,NZL,19.5,28.0
1458,2013,New Zealand,NZL,19.5,28.0
1459,2013,New Zealand,NZL,19.5,28.0
1460,2014,New Zealand,NZL,18.6,28.0
1461,2014,New Zealand,NZL,18.6,28.0
1462,2014,New Zealand,NZL,18.6,28.0
1463,2015,New Zealand,NZL,17.9,28.0
1464,2015,New Zealand,NZL,17.9,28.0
1465,2015,New Zealand,NZL,17.9,28.0
1466,2016,New Zealand,NZL,17.799999,28.0
1467,2016,New Zealand,NZL,17.799999,28.0
1468,2016,New Zealand,NZL,17.799999,28.0
1469,2017,New Zealand,NZL,17.5,28.0
1470,2017,New Zealand,NZL,17.5,28.0
1471,2017,New Zealand,NZL,17.5,28.0
1472,2018,New Zealand,NZL,17.700001,28.0
1473,2018,New Zealand,NZL,17.700001,28.0
1474,2018,New Zealand,NZL,17.700001,28.0
1475,2002,Portugal,PRT,20.5,30.0
1476,2002,Portugal,PRT,20.5,33.0
1477,2002,Portugal,PRT,20.5,3.0
1478,2002,Portugal,PRT,20.5,30.0
1479,2003,Portugal,PRT,21.1,30.0
1480,2003,Portugal,PRT,21.1,33.0
1481,2003,Portugal,PRT,21.1,3.0
1482,2003,Portugal,PRT,21.1,30.0
1483,2004,Portugal,PRT,21.6,25.0
1484,2004,Portugal,PRT,21.6,27.5
1485,2004,Portugal,PRT,21.6,2.5
1486,2004,Portugal,PRT,21.6,25.0
1487,2006,Portugal,PRT,21.1,25.0
1488,2006,Portugal,PRT,21.1,27.5
1489,2006,Portugal,PRT,21.1,2.5
1490,2006,Portugal,PRT,21.1,25.0
1491,2008,Portugal,PRT,20.700001,25.0
1492,2008,Portugal,PRT,20.700001,26.5
1493,2008,Portugal,PRT,20.700001,1.5
